"3","Samantha","False","aliquid amet impedit consequatur aspernatur placeat eaque fugiat suscipit"
"3","Samantha","False","rerum perferendis error quia ut eveniet"
"3","Samantha","True","tempore ut sint quis recusandae"
"3","Samantha","True","cum debitis quis accusamus doloremque ipsa natus sapiente omnis"
"3","Samantha","False","velit soluta adipisci molestias reiciendis harum"
"3","Samantha","False","vel voluptatem repellat nihil placeat corporis"
"3","Samantha","False","nam qui rerum fugiat accusamus"
"3","Samantha","False","sit reprehenderit omnis quia"
"3","Samantha","False","ut necessitatibus aut maiores debitis officia blanditiis velit et"
"3","Samantha","True","cupiditate necessitatibus ullam aut quis dolor voluptate"
"3","Samantha","False","distinctio exercitationem ab doloribus"
"3","Samantha","False","nesciunt dolorum quis recusandae ad pariatur ratione"
"3","Samantha","False","qui labore est occaecati recusandae aliquid quam"
"3","Samantha","True","quis et est ut voluptate quam dolor"
"3","Samantha","True","voluptatum omnis minima qui occaecati provident nulla voluptatem ratione"
"3","Samantha","True","deleniti ea temporibus enim"
"3","Samantha","False","pariatur et magnam ea doloribus similique voluptatem rerum quia"
"3","Samantha","False","est dicta totam qui explicabo doloribus qui dignissimos"
"3","Samantha","False","perspiciatis velit id laborum placeat iusto et aliquam odio"
"3","Samantha","True","et sequi qui architecto ut adipisci"
