"4","Karianne","True","odit optio omnis qui sunt"
"4","Karianne","False","et placeat et tempore aspernatur sint numquam"
"4","Karianne","True","doloremque aut dolores quidem fuga qui nulla"
"4","Karianne","False","voluptas consequatur qui ut quia magnam nemo esse"
"4","Karianne","False","fugiat pariatur ratione ut asperiores necessitatibus magni"
"4","Karianne","False","rerum eum molestias autem voluptatum sit optio"
"4","Karianne","False","quia voluptatibus voluptatem quos similique maiores repellat"
"4","Karianne","False","aut id perspiciatis voluptatem iusto"
"4","Karianne","False","doloribus sint dolorum ab adipisci itaque dignissimos aliquam suscipit"
"4","Karianne","False","ut sequi accusantium et mollitia delectus sunt"
"4","Karianne","False","aut velit saepe ullam"
"4","Karianne","False","praesentium facilis facere quis harum voluptatibus voluptatem eum"
"4","Karianne","True","sint amet quia totam corporis qui exercitationem commodi"
"4","Karianne","False","expedita tempore nobis eveniet laborum maiores"
"4","Karianne","False","occaecati adipisci est possimus totam"
"4","Karianne","True","sequi dolorem sed"
"4","Karianne","False","maiores aut nesciunt delectus exercitationem vel assumenda eligendi at"
"4","Karianne","False","reiciendis est magnam amet nemo iste recusandae impedit quaerat"
"4","Karianne","True","eum ipsa maxime ut"
"4","Karianne","True","tempore molestias dolores rerum sequi voluptates ipsum consequatur"
